time,turbidity,pH
2020-11-15 10:27:51.320152+00:00,17.85615918,7.34
2020-11-15 10:58:07.373954+00:00,17.73466229,7.35
2020-11-15 11:28:23.434847+00:00,17.73466229,7.36
2020-11-15 12:55:39.680242+00:00,17.73466229,7.35
2020-11-15 13:25:55.729077+00:00,17.73466229,7.36
2020-11-15 13:56:11.792359+00:00,17.73466229,7.35
2020-11-15 14:26:27.853169+00:00,17.73466229,7.34
2020-11-15 14:56:43.931929+00:00,17.73466229,7.36
2020-11-15 15:26:59.991810+00:00,17.48669177,7.35
2020-11-15 15:57:16.034100+00:00,17.85615918,7.36
2020-11-15 16:27:32.111327+00:00,17.73466229,7.35
2020-11-15 16:57:48.151977+00:00,17.85615918,7.35
2020-11-15 17:58:20.279689+00:00,17.85615918,7.35
2020-11-15 18:28:36.336431+00:00,17.61150649,7.35
2020-11-15 18:58:52.423734+00:00,17.73466229,7.34
2020-11-15 19:29:08.473564+00:00,17.48669177,7.35
2020-11-15 19:59:24.509578+00:00,17.97599715,7.35
2020-11-15 20:29:40.573838+00:00,17.48669177,7.35
2020-11-15 20:59:56.633374+00:00,17.73466229,7.35
2020-11-15 21:30:12.717313+00:00,17.97599715,7.35
2020-11-15 22:00:28.755303+00:00,17.73466229,7.35
2020-11-15 22:30:44.809390+00:00,17.73466229,7.39
2020-11-15 23:01:00.871867+00:00,17.48669177,7.35
2020-11-15 23:31:16.931904+00:00,17.97599715,7.35
2020-11-16 00:01:32.991066+00:00,17.85615918,7.35
2020-11-16 00:31:49.050965+00:00,17.85615918,7.36
2020-11-16 01:02:05.090701+00:00,17.85615918,7.35
2020-11-16 01:32:21.170769+00:00,17.85615918,7.35
2020-11-16 02:02:37.237688+00:00,17.61150649,7.35
2020-11-16 02:32:53.270478+00:00,17.85615918,7.35
2020-11-16 03:03:09.349653+00:00,17.73466229,7.35
2020-11-16 03:33:25.420708+00:00,17.85615918,7.34
2020-11-16 04:03:41.454202+00:00,15.97599715,7.38
2020-11-16 04:33:57.509839+00:00,14.73466229,7.35
2020-11-16 05:04:13.575611+00:00,15.97599715,7.37
2020-11-16 05:34:29.631783+00:00,17.61150649,7.35
2020-11-16 06:04:45.692347+00:00,17.97599715,7.38
2020-11-16 06:35:01.772376+00:00,15.97599715,7.35
2020-11-16 07:05:17.832561+00:00,14.73466229,7.35
2020-11-16 07:35:33.911573+00:00,15.97599715,7.35
2020-11-16 08:05:49.932400+00:00,18.09417621,7.35
2020-11-16 09:06:22.080424+00:00,10.97599715,7.35
2020-11-16 09:36:38.132439+00:00,11.73466229,7.35
2020-11-16 10:06:54.174515+00:00,11.97599715,7.35
2020-11-16 10:37:10.227914+00:00,12.73466229,7.35
2020-11-16 11:07:26.287099+00:00,13.73466229,7.35
2020-11-16 11:37:42.352428+00:00,13.85615918,7.34
2020-11-16 12:07:58.419539+00:00,14.61150649,7.35
2020-11-16 12:38:14.462445+00:00,14.73466229,7.35
2020-11-16 13:08:30.531729+00:00,15.48669177,7.35
2020-11-16 13:38:46.591610+00:00,15.73466229,7.35
2020-11-16 14:09:02.664507+00:00,15.85615918,7.35
2020-11-16 14:39:18.710625+00:00,15.97599715,7.35
2020-11-16 15:09:34.759917+00:00,15.61150649,7.35
2020-11-16 15:39:50.822286+00:00,14.73466229,7.39
2020-11-16 16:10:06.887087+00:00,13.48669177,7.35
2020-11-16 16:40:22.941330+00:00,13.73466229,7.38
2020-11-16 17:10:38.999798+00:00,16.85615918,7.35
2020-11-16 18:11:11.123020+00:00,17.97599715,7.35
2020-11-16 18:41:27.173755+00:00,17.85615918,7.34
2020-11-16 19:11:43.235591+00:00,17.73466229,7.35
2020-11-16 19:41:59.295019+00:00,17.73466229,7.35
2020-11-16 20:12:15.355020+00:00,17.85615918,7.35
2020-11-16 20:42:31.427292+00:00,17.73466229,7.35
2020-11-16 21:12:47.468732+00:00,17.73466229,7.35
2020-11-16 21:43:03.544800+00:00,17.48669177,7.35
2020-11-16 22:13:19.599431+00:00,17.61150649,7.36
2020-11-16 22:43:35.665297+00:00,17.73466229,7.38
2020-11-16 23:13:51.715067+00:00,17.97599715,7.35
2020-11-16 23:44:07.783029+00:00,17.48669177,7.35
2020-11-17 00:14:23.843301+00:00,16.73466229,7.4
2020-11-17 00:44:39.903083+00:00,16.97599715,7.36
2020-11-17 01:14:55.933999+00:00,17.73466229,7.35
2020-11-17 01:45:12.015228+00:00,17.85615918,7.35
2020-11-17 02:15:28.074956+00:00,17.73466229,7.35
2020-11-17 02:45:44.123826+00:00,17.97599715,7.35
2020-11-17 03:16:00.201976+00:00,17.61150649,7.36
2020-11-17 03:46:16.242639+00:00,17.85615918,7.35
2020-11-17 04:46:48.353380+00:00,17.97599715,7.35
2020-11-17 05:17:04.412038+00:00,17.48669177,7.37
2020-11-17 05:47:20.473026+00:00,17.85615918,7.35
2020-11-17 06:17:36.531919+00:00,17.73466229,7.35
2020-11-17 06:47:52.593118+00:00,17.85615918,7.34
2020-11-17 07:18:08.652863+00:00,14.85615918,7.35
2020-11-17 08:18:40.780565+00:00,12.97599715,7.35
2020-11-17 08:48:56.833046+00:00,11.73466229,7.35
2020-11-17 09:19:12.895044+00:00,11.85615918,7.35
2020-11-17 09:49:28.953684+00:00,11.73466229,7.35
2020-11-17 10:19:45.006014+00:00,11.61150649,7.35
2020-11-17 10:51:16.508980+00:00,11.85615918,7.35
2020-11-17 11:21:32.572211+00:00,15.73466229,7.35
2020-11-17 11:51:48.633729+00:00,17.97599715,7.35
2020-11-17 12:22:04.683200+00:00,17.85615918,7.35
2020-11-17 12:52:20.757906+00:00,17.61150649,7.35
2020-11-17 13:22:36.832084+00:00,17.85615918,7.35
2020-11-17 13:52:52.876916+00:00,14.61150649,7.35
2020-11-17 14:23:08.958162+00:00,15.73466229,7.35
2020-11-17 14:53:25.015789+00:00,17.61150649,7.36
2020-11-17 15:23:41.050130+00:00,17.73466229,7.35
2020-11-17 15:53:57.119329+00:00,13.73466229,7.35
2020-11-17 16:24:13.195206+00:00,13.97599715,7.35
2020-11-17 16:54:29.236379+00:00,12.85615918,7.35
2020-11-17 17:24:45.326837+00:00,15.85615918,7.35
2020-11-17 17:55:01.368362+00:00,17.73466229,7.35
2020-11-17 18:25:17.425846+00:00,18.09417621,7.36
2020-11-17 18:55:33.486188+00:00,18.09417621,7.35
2020-11-17 19:25:49.548874+00:00,20.61150649,7.35
2020-11-17 19:56:05.608199+00:00,25.09417621,7.35
2020-11-17 20:26:21.676559+00:00,39.97599715,7.35
2020-11-17 20:56:37.735037+00:00,46.21069636,7.35
2020-11-17 21:26:53.791255+00:00,48.97599715,7.35
2020-11-17 21:57:09.848484+00:00,50.09417621,7.35
2020-11-17 22:27:25.894124+00:00,59.85615918,7.35
2020-11-17 22:57:41.959856+00:00,77.97599715,7.34
2020-11-17 23:27:58.035168+00:00,88.85615918,7.35
2020-11-17 23:58:14.065228+00:00,100.9759972,7.35
2020-11-18 00:28:30.145335+00:00,122.7346623,7.35
2020-11-18 00:58:46.215245+00:00,155.9759972,7.35
2020-11-18 01:29:02.247532+00:00,156.7346623,7.35
2020-11-18 01:59:18.334958+00:00,170.8561592,7.4
2020-11-18 02:29:34.386438+00:00,180.0941762,7.36
2020-11-18 02:59:50.426684+00:00,178.9759972,7.34
2020-11-18 03:30:06.486823+00:00,133.8561592,7.35
2020-11-18 04:00:22.566670+00:00,123.8561592,7.35
2020-11-18 04:30:38.626913+00:00,118.0941762,7.35
2020-11-18 05:00:54.675843+00:00,90.73466229,7.36
2020-11-18 05:31:10.747044+00:00,88.97599715,7.35
2020-11-18 06:01:26.797318+00:00,75.61150649,7.35
2020-11-18 06:31:42.874752+00:00,75.97599715,7.35
2020-11-18 07:32:14.968898+00:00,30.97599715,7.35
2020-11-18 08:02:31.026974+00:00,17.97599715,7.34
2020-11-18 08:32:47.087351+00:00,18.09417621,7.34
2020-11-18 09:03:03.149671+00:00,17.97599715,7.35
2020-11-18 09:33:19.197230+00:00,17.61150649,7.35
2020-11-18 10:03:35.258946+00:00,17.61150649,7.36
2020-11-18 10:33:51.326895+00:00,17.73466229,7.35
2020-11-18 11:04:07.388358+00:00,17.85615918,7.35
2020-11-18 11:34:23.442381+00:00,17.85615918,7.35
2020-11-18 12:04:39.513227+00:00,17.73466229,7.35
2020-11-18 12:34:55.580520+00:00,18.43875992,7.35
2020-11-18 13:05:11.640787+00:00,18.43875992,7.35
2020-11-18 13:35:27.695883+00:00,19.38292972,7.36
2020-11-18 14:05:43.754499+00:00,18.76841341,7.36
2020-11-18 14:35:59.803606+00:00,19.759429,7.34
2020-11-18 15:06:15.889782+00:00,18.55030333,7.35
2020-11-18 15:36:31.928216+00:00,17.97599715,7.35
2020-11-18 16:06:47.990386+00:00,18.76841341,7.35
2020-11-18 16:37:04.068126+00:00,17.85615918,7.35
2020-11-18 17:07:20.110681+00:00,17.73466229,7.38
2020-11-18 17:37:36.190975+00:00,17.73466229,7.36
2020-11-18 18:07:52.251994+00:00,17.73466229,7.35
2020-11-18 18:38:08.309997+00:00,17.73466229,7.35
2020-11-18 19:08:24.362007+00:00,17.48669177,7.35
2020-11-18 19:38:40.429818+00:00,17.85615918,7.35
2020-11-18 20:08:56.491733+00:00,17.61150649,7.36
2020-11-18 20:39:12.551900+00:00,17.73466229,7.35
2020-11-18 21:09:28.607781+00:00,17.48669177,7.36
2020-11-18 22:10:00.731073+00:00,17.73466229,7.35
2020-11-18 22:40:16.813667+00:00,17.73466229,7.34
2020-11-18 23:10:32.867718+00:00,17.97599715,7.34
2020-11-18 23:40:48.927211+00:00,17.61150649,7.35
2020-11-19 00:11:04.987278+00:00,18.09417621,7.35
2020-11-19 00:41:21.048091+00:00,17.97599715,7.37
2020-11-19 01:11:37.107299+00:00,17.85615918,7.35
2020-11-19 01:41:53.166805+00:00,17.97599715,7.34
2020-11-19 02:12:09.226762+00:00,20.85615918,7.35
2020-11-19 02:42:25.314791+00:00,22.85615918,7.35
2020-11-19 03:12:41.375029+00:00,22.21069636,7.34
2020-11-19 03:42:57.426749+00:00,18.09417621,7.35
2020-11-19 04:13:13.495309+00:00,18.21069636,7.34
2020-11-19 04:43:29.554679+00:00,21.73466229,7.35
2020-11-19 05:13:45.615533+00:00,17.73466229,7.35
2020-11-19 05:44:01.675332+00:00,15.97599715,7.35
2020-11-19 06:14:17.754544+00:00,15.97599715,7.35
2020-11-19 06:44:33.814976+00:00,15.73466229,7.35
2020-11-19 07:14:49.848411+00:00,15.48669177,7.35
2020-11-19 07:45:05.929389+00:00,18.09417621,7.37
2020-11-19 08:15:21.995176+00:00,15.73466229,7.35
2020-11-19 08:45:38.039098+00:00,15.97599715,7.35
2020-11-19 09:46:10.174800+00:00,17.85615918,7.35
2020-11-19 10:46:42.288355+00:00,17.73466229,7.36
2020-11-19 11:16:58.347808+00:00,17.61150649,7.36
2020-11-19 11:47:14.406792+00:00,19.61150649,7.36
2020-11-19 12:17:30.463080+00:00,29.61150649,7.37
2020-11-19 12:47:46.535034+00:00,20.61150649,7.35
2020-11-19 13:18:02.598818+00:00,17.61150649,7.34
2020-11-19 13:48:18.654782+00:00,17.97599715,7.36
2020-11-19 14:18:34.712730+00:00,17.85615918,7.35
2020-11-19 15:19:06.847261+00:00,18.09417621,7.34
2020-11-19 15:49:22.911960+00:00,18.09417621,7.34
2020-11-19 16:19:38.967156+00:00,18.43875992,7.35
2020-11-19 16:49:55.024567+00:00,17.85615918,7.35
2020-11-19 17:20:11.086535+00:00,18.55030333,7.35
2020-11-19 17:50:27.154588+00:00,18.55030333,7.36
2020-11-19 18:20:43.208592+00:00,17.97599715,7.35
2020-11-19 18:50:59.272199+00:00,18.43875992,7.35
2020-11-19 19:21:15.326396+00:00,21.46102982,7.35
2020-11-19 19:51:31.382780+00:00,17.97599715,7.37
2020-11-19 20:21:47.459412+00:00,18.55030333,7.35
2020-11-19 20:52:03.506884+00:00,20.58455327,7.35
2020-11-19 21:22:19.566580+00:00,18.21069636,7.35
2020-11-19 21:52:35.593959+00:00,17.85615918,7.35
2020-11-19 22:22:51.669938+00:00,22.0392982,7.35
2020-11-19 22:53:07.724249+00:00,22.14910866,7.35
2020-11-19 23:23:23.812687+00:00,18.09417621,7.36
2020-11-19 23:53:39.845043+00:00,22.20709659,7.35
2020-11-20 00:23:55.904010+00:00,17.97599715,7.35
2020-11-20 00:54:11.972221+00:00,17.97599715,7.35
2020-11-20 01:24:28.033282+00:00,17.85615918,7.35
2020-11-20 01:54:44.085083+00:00,17.85615918,7.36
2020-11-20 02:25:00.143466+00:00,18.09417621,7.37
2020-11-20 02:55:16.203527+00:00,18.55030333,7.35
2020-11-20 03:55:48.323052+00:00,21.98376162,7.35
2020-11-20 04:26:04.382918+00:00,18.66018782,7.35
2020-11-20 05:26:36.486292+00:00,18.3255576,7.35
2020-11-20 05:56:52.543197+00:00,20.79974174,7.35
2020-11-20 06:27:08.603780+00:00,21.98376162,7.35
2020-11-20 07:27:40.723894+00:00,23.1677815,7.36
2020-11-20 07:57:56.785608+00:00,18.21069636,7.34
2020-11-20 08:28:12.845103+00:00,18.55030333,7.34
2020-11-20 08:58:28.911188+00:00,15.35878223,7.35
2020-11-20 09:28:44.963554+00:00,13.66779255,7.36
2020-11-20 09:59:01.011804+00:00,12.55030333,7.35
2020-11-20 10:29:17.287743+00:00,13.43875992,7.35
2020-11-20 11:29:49.193095+00:00,12.51119343,7.35
2020-11-20 12:00:05.242780+00:00,11.58362694,7.35
2020-11-20 12:30:21.301197+00:00,10.65606045,7.35
2020-11-20 13:09:04.559073+00:00,14.92158939,7.36
2020-11-20 13:39:20.621194+00:00,13.12521093,7.35
2020-11-20 14:09:36.677048+00:00,14.22180471,7.35
2020-11-20 14:39:52.730104+00:00,15.31839849,7.35
2020-11-20 15:10:08.789632+00:00,16.41499227,7.36
2020-11-20 15:40:24.841347+00:00,17.51158605,7.35
2020-11-20 16:10:40.909649+00:00,18.60817983,7.35
2020-11-20 16:40:56.990727+00:00,19.70477361,7.36
2020-11-20 17:11:13.028976+00:00,17.51158605,7.35
2020-11-20 17:41:29.093600+00:00,18.60817983,7.35
2020-11-20 18:11:45.148895+00:00,18.21069636,7.38
2020-11-20 18:42:01.209729+00:00,19.70477361,7.35
2020-11-20 19:12:17.268379+00:00,19.93772516,7.35
2020-11-20 19:42:33.327002+00:00,17.97599715,7.35
2020-11-20 20:12:49.391007+00:00,17.85615918,7.35
2020-11-20 20:43:05.452073+00:00,18.97988783,7.35
2020-11-20 21:43:37.576400+00:00,18.66018782,7.35
2020-11-20 22:13:53.631368+00:00,19.57449719,7.35
2020-11-20 22:44:09.698236+00:00,17.85615918,7.36
2020-11-20 23:14:25.751233+00:00,17.97599715,7.35
2020-11-20 23:44:41.801886+00:00,17.48669177,7.35
2020-11-21 00:14:57.866958+00:00,17.85615918,7.35
2020-11-21 00:45:13.935349+00:00,17.97599715,7.35
2020-11-21 01:15:29.987273+00:00,17.97599715,7.35
2020-11-21 02:16:02.115075+00:00,17.97599715,7.35
2020-11-21 02:46:18.186317+00:00,17.73466229,7.35
2020-11-21 03:16:34.229093+00:00,17.61150649,7.35
2020-11-21 03:46:50.294629+00:00,17.73466229,7.36
2020-11-21 04:17:06.346364+00:00,17.61150649,7.34
2020-11-21 04:47:22.426196+00:00,17.85615918,7.37
2020-11-21 05:17:38.474308+00:00,17.73466229,7.35
2020-11-21 05:47:54.526528+00:00,17.73466229,7.36
2020-11-21 06:18:10.587496+00:00,17.97599715,7.35
2020-11-21 06:48:26.654690+00:00,17.97599715,7.35
2020-11-21 07:18:42.710300+00:00,14.85615918,7.35
2020-11-21 07:48:58.790589+00:00,13.09417621,7.35
2020-11-21 08:19:14.832502+00:00,17.73466229,7.36
2020-11-21 08:49:30.895255+00:00,11.09417621,7.35
2020-11-21 09:19:46.950340+00:00,14.85615918,7.34
2020-11-21 09:50:03.029955+00:00,13.85615918,7.35
2020-11-21 10:20:19.069958+00:00,15.73466229,7.35
2020-11-21 11:20:51.195328+00:00,14.43875992,7.35
2020-11-21 11:51:07.262862+00:00,16.85615918,7.36
2020-11-21 12:21:23.316194+00:00,17.85615918,7.35
2020-11-21 12:51:39.382420+00:00,17.61150649,7.35
2020-11-21 13:21:55.437851+00:00,17.73466229,7.35
2020-11-21 13:52:11.506693+00:00,19.08313667,7.36
2020-11-21 14:22:27.569060+00:00,17.97599715,7.36
2020-11-21 14:52:43.638206+00:00,18.55030333,7.35
2020-11-21 15:22:59.698798+00:00,17.97599715,7.35
2020-11-21 15:53:15.758477+00:00,17.85615918,7.35
2020-11-21 16:23:31.826273+00:00,15.09417621,7.36
2020-11-21 16:53:47.879422+00:00,15.09417621,7.35
2020-11-21 17:24:03.950772+00:00,16.97599715,7.37
2020-11-21 17:54:19.996791+00:00,18.55030333,7.35
2020-11-21 18:24:36.054502+00:00,19.66779255,7.35
2020-11-21 18:54:52.138391+00:00,21.35572584,7.35
2020-11-21 19:25:08.187460+00:00,17.97599715,7.35
2020-11-21 19:55:24.265945+00:00,22.21744629,7.35
2020-11-21 20:25:40.302297+00:00,18.09417621,7.36
2020-11-21 20:55:56.376280+00:00,21.40920728,7.35
2020-11-21 21:26:12.449462+00:00,17.97599715,7.35
2020-11-21 21:56:28.497899+00:00,16.84940654,7.36
2020-11-21 22:26:44.563847+00:00,15.3255576,7.35
2020-11-21 22:57:00.617930+00:00,16.97599715,7.35
2020-11-21 23:27:16.677494+00:00,18.66018782,7.35
2020-11-21 23:57:32.737514+00:00,18.43875992,7.35
2020-11-22 00:27:48.816801+00:00,17.08313667,7.36
2020-11-22 00:58:04.856443+00:00,17.3255576,7.35
2020-11-22 01:28:20.916343+00:00,16.87498008,7.35
2020-11-22 01:58:36.977691+00:00,16.3255576,7.35
2020-11-22 02:28:53.036957+00:00,21.18532803,7.35
2020-11-22 02:59:09.106686+00:00,18.09417621,7.36
2020-11-22 03:29:25.161419+00:00,18.76841341,7.34
2020-11-22 03:59:41.216224+00:00,18.66018782,7.35
2020-11-22 04:29:57.276783+00:00,17.73466229,7.35
2020-11-22 05:00:13.335957+00:00,18.21069636,7.35
2020-11-22 05:30:29.396793+00:00,18.09417621,7.35
2020-11-22 06:00:45.455944+00:00,17.97765606,7.35
2020-11-22 06:31:01.507278+00:00,17.86113591,7.35
2020-11-22 07:01:17.575257+00:00,17.74461576,7.35
2020-11-22 07:31:33.644084+00:00,10.43279972,7.35
2020-11-22 08:01:49.698654+00:00,11.40920728,7.34
2020-11-22 08:32:05.756012+00:00,11.61150649,7.35
2020-11-22 09:32:37.875633+00:00,11.85615918,7.35
2020-11-22 10:02:53.943206+00:00,10.97599715,7.37
2020-11-22 10:33:09.995471+00:00,10.73466229,7.35
2020-11-22 11:03:26.057713+00:00,9.21069636,7.35
2020-11-22 11:33:42.104367+00:00,10.43875992,7.35
2020-11-22 12:03:58.167603+00:00,10.85615918,7.35
2020-11-22 12:34:14.224601+00:00,11.27355844,7.35
2020-11-22 13:04:30.290643+00:00,11.6909577,7.35
2020-11-22 13:34:46.346011+00:00,17.73466229,7.35
2020-11-22 14:05:02.405708+00:00,21.8527815,7.35
2020-11-22 14:35:18.487329+00:00,17.85615918,7.36
2020-11-22 15:05:34.545750+00:00,17.73466229,7.35
2020-11-22 15:35:50.594035+00:00,18.43875992,7.35
2020-11-22 16:06:06.652883+00:00,18.09417621,7.35
2020-11-22 16:36:22.734200+00:00,18.21069636,7.35
2020-11-22 17:06:38.771792+00:00,18.76841341,7.36
2020-11-22 17:36:54.848924+00:00,20.43279972,7.35
2020-11-22 18:07:10.907697+00:00,22.09718603,7.35
2020-11-22 18:37:26.969180+00:00,15.3255576,7.35
2020-11-22 19:07:43.021863+00:00,15.3255576,7.35
2020-11-22 19:37:59.088564+00:00,14.21069636,7.35
2020-11-22 20:08:15.147538+00:00,13.09583512,7.34
2020-11-22 20:38:31.231980+00:00,16.09417621,7.35
2020-11-22 21:08:47.289855+00:00,17.20654908,7.36
2020-11-22 21:39:03.337882+00:00,16.17109536,7.35
2020-11-22 22:09:19.407431+00:00,18.13564164,7.35
2020-11-22 22:39:35.467624+00:00,18.10018792,7.35
2020-11-22 23:09:51.527533+00:00,18.0647342,7.37
2020-11-22 23:40:07.587390+00:00,18.02928048,7.35
2020-11-23 00:10:23.646292+00:00,17.99382676,7.35
2020-11-23 00:40:39.714506+00:00,17.95837304,7.35
2020-11-23 01:10:55.786041+00:00,17.92291932,7.36
2020-11-23 01:41:11.845777+00:00,17.8874656,7.35
2020-11-23 02:11:27.893966+00:00,17.85201188,7.35
2020-11-23 02:41:43.973640+00:00,17.81655816,7.35
2020-11-23 03:12:00.026004+00:00,17.78110444,7.35
2020-11-23 03:42:16.085286+00:00,17.74565072,7.35
2020-11-23 04:12:32.145343+00:00,16.710197,7.35
2020-11-23 04:42:48.213472+00:00,15.67474328,7.35
2020-11-23 05:13:04.265830+00:00,17.63928956,7.35
2020-11-23 05:43:20.325348+00:00,17.60383584,7.35
2020-11-23 06:13:36.385522+00:00,17.56838212,7.35
2020-11-23 06:43:52.445492+00:00,17.5329284,7.35
2020-11-23 07:14:08.505658+00:00,15.49747468,7.35
2020-11-23 07:44:24.559509+00:00,14.46202096,7.35
2020-11-23 08:14:40.626942+00:00,15.42656724,7.35
2020-11-23 08:44:56.685102+00:00,15.39111352,7.34
2020-11-23 09:15:12.739220+00:00,14.3556598,7.38
2020-11-23 09:45:28.813281+00:00,13.32020608,7.35
2020-11-23 10:15:44.877125+00:00,13.28475236,7.35
2020-11-23 10:46:00.944498+00:00,12.58263197,7.35
2020-11-23 11:16:17.074826+00:00,12.04717825,7.35
2020-11-23 11:46:33.039757+00:00,11.51172453,7.36
2020-11-23 12:16:49.115589+00:00,14.14293748,7.35
2020-11-23 12:47:05.166190+00:00,15.10748376,7.35
2020-11-23 13:17:21.229056+00:00,14.07203004,7.34
2020-11-23 13:47:37.298463+00:00,14.36990965,7.35
2020-11-23 14:17:53.349040+00:00,14.33445593,7.35
2020-11-23 14:48:09.417104+00:00,14.29900221,7.36
2020-11-23 15:18:25.480206+00:00,14.26354849,7.35
2020-11-23 15:48:41.539792+00:00,14.22809477,7.35
2020-11-23 16:18:57.604527+00:00,14.19264105,7.35
2020-11-23 16:49:13.671225+00:00,14.15718733,7.34
2020-11-23 17:19:29.718760+00:00,14.12173361,7.35
2020-11-23 17:49:45.782856+00:00,14.08627989,7.36
2020-11-23 18:20:01.842640+00:00,14.05082617,7.36
2020-11-23 18:50:17.910475+00:00,14.01537245,7.35
2020-11-23 19:20:33.962852+00:00,13.97991873,7.35
2020-11-23 19:50:50.038902+00:00,13.94446501,7.36
2020-11-23 20:21:06.111382+00:00,13.90901129,7.35
2020-11-23 20:51:22.162167+00:00,13.87355757,7.35
2020-11-23 21:21:38.218595+00:00,13.83810385,7.34
2020-11-23 21:51:54.293223+00:00,13.80265013,7.35
2020-11-23 22:22:10.344178+00:00,13.76719641,7.36
2020-11-23 22:52:26.411064+00:00,13.73174269,7.35
2020-11-23 23:22:42.463720+00:00,13.69628897,7.35
2020-11-23 23:52:58.521285+00:00,13.66083525,7.35
2020-11-24 00:23:14.608269+00:00,13.62538153,7.34
2020-11-24 00:53:30.661253+00:00,13.58992781,7.36
2020-11-24 01:23:46.699811+00:00,13.55447409,7.36
2020-11-24 01:54:02.763987+00:00,13.51902037,7.39
2020-11-24 02:24:18.837071+00:00,13.48356665,7.39
2020-11-24 02:54:34.885563+00:00,13.44811293,7.35
2020-11-24 03:24:50.948874+00:00,13.41265921,7.36
2020-11-24 03:55:07.005626+00:00,13.37720549,7.36
2020-11-24 04:25:23.073088+00:00,13.34175177,7.34
2020-11-24 04:55:39.126178+00:00,13.30629805,7.35
2020-11-24 05:25:55.191354+00:00,13.27084433,7.34
2020-11-24 05:56:11.246167+00:00,13.23539061,7.36
2020-11-24 06:26:27.311335+00:00,13.19993689,7.35
2020-11-24 06:56:43.374069+00:00,13.16448317,7.35
2020-11-24 07:26:59.434346+00:00,13.12902945,7.4
2020-11-24 07:57:15.485841+00:00,15.7602424,7.35
2020-11-24 08:27:31.548450+00:00,18.72478868,7.35
2020-11-24 08:57:47.612122+00:00,17.68933496,7.35
2020-11-24 09:28:03.659609+00:00,15.65388124,7.35
2020-11-24 09:58:19.713425+00:00,15.61842752,7.36
2020-11-24 10:58:51.848337+00:00,15.5829738,7.35
2020-11-24 11:29:07.975890+00:00,12.54752008,7.35
2020-11-24 11:59:23.962698+00:00,13.51206636,7.35
2020-11-24 12:29:40.024563+00:00,15.47661264,7.35
2020-11-24 12:59:56.082762+00:00,15.44115892,7.35
2020-11-24 13:30:12.151367+00:00,15.4057052,7.35
2020-11-24 14:00:28.205866+00:00,15.37025148,7.35
2020-11-24 14:30:44.284507+00:00,15.33479776,7.35
2020-11-24 15:01:00.338866+00:00,15.29934404,7.35
2020-11-24 15:31:16.386930+00:00,15.26389032,7.35
2020-11-24 16:01:32.456445+00:00,19.2284366,7.35
2020-11-24 16:31:48.535694+00:00,18.19298288,7.35
2020-11-24 17:02:04.599254+00:00,15.15752916,7.35
2020-11-24 17:32:20.638378+00:00,15.12207544,7.35
2020-11-24 18:02:36.700615+00:00,15.08662172,7.35
2020-11-24 18:32:52.778068+00:00,15.051168,7.35
2020-11-24 19:03:08.838561+00:00,15.01571428,7.35
2020-11-24 19:33:24.889812+00:00,14.98026056,7.35
2020-11-24 20:33:57.011714+00:00,14.94480684,7.35
2020-11-24 21:04:13.093784+00:00,14.90935312,7.36
2020-11-24 21:34:29.136724+00:00,14.8738994,7.35
2020-11-24 22:04:45.228585+00:00,14.83844568,7.35
2020-11-24 22:35:01.251928+00:00,14.80299196,7.35
2020-11-24 23:05:17.312256+00:00,14.76753824,7.35
2020-11-24 23:35:33.370975+00:00,14.73208452,7.36
2020-11-25 00:05:49.431561+00:00,14.6966308,7.35
2020-11-25 00:36:05.490773+00:00,14.66117708,7.37
2020-11-25 01:06:21.571311+00:00,14.62572336,7.35
2020-11-25 01:36:37.639205+00:00,14.59026964,7.37
2020-11-25 02:37:09.730382+00:00,12.55481592,7.34
2020-11-25 03:07:25.818342+00:00,12.5193622,7.35
2020-11-25 03:37:41.850160+00:00,12.48390848,7.36
2020-11-25 04:07:57.910448+00:00,12.44845476,7.35
2020-11-25 04:38:13.969863+00:00,12.41300104,7.35
2020-11-25 05:08:30.030233+00:00,12.37754732,7.35
2020-11-25 05:38:46.089394+00:00,12.3420936,7.35
2020-11-25 06:09:02.150031+00:00,12.30663988,7.35
2020-11-25 06:39:18.209643+00:00,12.27118616,7.35
2020-11-25 07:09:34.270053+00:00,12.23573244,7.37
2020-11-25 07:39:50.340171+00:00,14.20027872,7.36
2020-11-25 08:33:31.644157+00:00,14.164825,7.36
2020-11-25 09:03:47.705065+00:00,14.12937128,7.35
2020-11-25 09:34:03.750194+00:00,14.09391756,7.35
2020-11-25 10:04:19.811097+00:00,14.05846384,7.38
2020-11-25 10:34:35.865095+00:00,14.02301012,7.36
2020-11-25 11:04:51.925091+00:00,13.9875564,7.35
2020-11-25 12:05:24.043390+00:00,13.95210268,7.35
2020-11-25 12:35:40.101775+00:00,13.91664896,7.36
2020-11-25 13:05:56.160781+00:00,13.88119524,7.35
2020-11-25 13:36:12.229632+00:00,13.84574152,7.34
2020-11-25 14:06:28.279689+00:00,13.8102878,7.36
2020-11-25 14:36:44.374605+00:00,13.77483408,7.35
2020-11-25 15:07:00.423834+00:00,13.73938036,7.35
2020-11-25 15:37:16.483609+00:00,13.70392664,7.35
2020-11-25 16:37:48.576214+00:00,13.66847292,7.36
2020-11-25 17:08:04.832833+00:00,13.6330192,7.36
2020-11-25 17:38:20.713390+00:00,13.59756548,7.35
2020-11-25 18:08:36.781005+00:00,13.56211176,7.37
